"April 7, 2017",5,Pretty good phone,I got this phone a week ago and have not had any problems with it. It is fast with loading and switching between apps. The camera is great too. It works on straight talk with no problem.
"October 14, 2017",1,Significant letdown from the Samsung Note 4,"Cons: 
- No LEDs for notifications (huge downgrade in functionality).
- Sealed battery (so, in about 18 months, it's either visit a repair shop or toss into a landfill).
- Pitiful virtual keyboard (no dedicated number row on first screen)
- No way to toggle between silence, vibrate, and full sound. You have to play games with the volume control rocker to achieve this effect.
- Volume control rocker is located very close to the lock screen button. Whee...what could possibly go wrong with this arrangement?
- Task Manager does not include a ""close all"" button!!!
- Contacts manager does not include a side alphabet index a la the Note 4. Hope you don't have a lot of contacts. Grrrr.
- The display auto dims in low light, which is infuriating. I assume there's a setting to kill this feature, but I'm so tired of fighting this phone....
- Some stupid app rummages thru my pictures every night and shows me a curated collection of same in the morning. When I find which app is doing this I will uninstall/disable it.

Pros:
- Battery life is excellent, which it should be for a new phone. That will change over time, of course.
- App performance is fast and smooth.
- Flashlight ""app"" is native and easily accessible. Nice touch.

Final thoughts. The Note 4 was a joy to use. OTOH, the Moto G5 Plus is a tool that I'll pick up when necessary, but overall, leaves me unenthused and underwhelmed."
"April 14, 2017",5,As Good For A Lot Less,"I dropped my Galaxy S7 Edge that I bought when first released. The deductible to replace it was nearly the cost of this phone. My son has a Motorola Turbo 2 and loves it so I gave this a try.

The Moto 5G Plus performs as well as my S7 Edge did and it didn't come with all of the bloatware. This phone is responsive, has a beautiful screen, and outstanding battery life. I do not play many games on my phones so I can't evaluate its performance in that area, however, using web, email, twitter, ect. it performs very well - no lag - and is easy on the battery. The only thing I miss from the S7 is wireless charging, but I gained an FM radio! I highly recommend the MOTO G5 Plus."
"July 14, 2017",5,Very happy,"It was a big decision for me to switch from being a Samsung phone user to Motorola. But the Samsung price for top of the line is ridiculous. This Motorola G5 plus has been very easy for me to transition to; learning the operating system was not a problem. I love the 64GB storage and look forward to being able to load all the apps i want without worrying about storage issues that I always encountered with my former Samsung 16GB phone. This phone is packed with features and is a good value (for example speed, storage, good camera, external micro SD card storage capacity.). A big plus over Samsung is it does not come preloaded with a lot of nonsense apps you don't want. A minus is the back of the phone is not removable so you cannot replace the battery. &, Thus, inserting the Sim and micro SD card requires a special tool that came in the box with the phone. Don't throw that out, you might miss it in the box. Surely I will lose that tool and be frustrated down the line, but I noticed the salesperson at t mobile has one at the store, so I could get their help, if needed. Another minus is that the speakers aren't very good, so when I have someone on speaker phone I can't hear them well; instead I have to use my earbuds. The earbud jack is standard. The battery life seems extraordinarily good. But a minus is that the charger that came with this phone, which is a super charger, is very cheap quality and doesn't fit into my phone snugly. Our house now has three Motorola phone uses and each one came with a different charger. I am guessing that Motorola switches up who manufactures them and I got the poorest quality version. But, on the positive side, I can use my old Samsung chargers because they are the same size/type as this phone. I love that this phone is unlocked, which gives me the freedom for our household to change carriers if t mobile's service proves disappointing. I had no trouble getting it to work on the t mobile network, they activated it in their store within one minute."
"May 12, 2017",2,"Good, but it is not enough","Cons: it is nothing reliable, WiFi and signal go out/off too often. I bought it for Uber and Lift driving, but the GPS, even with Location on/High accuracy setting, goes down all the time. In addition, Best Buy offers only 15 days return policy, too short to evaluate this kind of device.
Pros: price, touch fingerprint sensor, Android 7.0 with thousand of applications, nice camera ."
"August 24, 2017",4,"Good not great, but good","All around good phone with a few missing features. Fast performance and very smooth. Pictures sub par at best and speaker is weak. Use Bluetooth for that. Speakerphone falls short but regular is fine. No NFC , not a deal breaker but why not have it on US phones? Battery life is good as well."
"July 15, 2017",5,OUTSTANDING!!,"Yes it works on Verizon!! Click settings, click more, click celluar networks, click preferred network type, click LTE\CMDA, back arrow, CDMA subscription, click RUIM\SIM, Back Arrow, click system select, click automatic, back arrow, make sure enhance 4G LTE mode is on. YOU ARE DONE!!!"
"June 2, 2017",3,Well...,"I returned it for the Moto Z Play. I needed a bigger screen, and I couldn't hear people when they called, even though I had volume at max."
"April 16, 2017",5,Great value. Best sub 300 dollar phone out there,"I was surprised at the rich feature set for such an inexpensive phone. 64 gigs storage, 4 gigs ran, octacore processor and unlocked."
"July 24, 2017",4,Comprehensive Phone,"This phone has all the conventional whistles & bells for a price that is far below iPhone and Samsung offerings. The only beef I have is the Power button. I've probably inadvertently turned the phone off 30 times in the week I've had it. The on/off button is located right where you want to put your hand, and too ""soft."" You could probably turn the phone off by blowing on it. Last phone had the button in a similar place but you really had to press it if you wanted to turn off the phone,."
"May 12, 2017",5,Best phone yet!,This is the 2nd official Android phone I've owned and it is a beast! It runs absolutely everything with ease. No stutters or slowdowns and can seamlessly move between apps without waiting. It's got a very loud speaker and extremely high quality camera. First one I've had with 4k and hdr video recording. Also the fingerprint reader works great. A wonderful way to keep my phone secure while just tapping it to unlock it. I recommend this phone to anyone who doesn't want to break their bank. I think it's dumb to spend a lot of money on something you carry in your pocket all day everyday with chances of dropping it or losing it or whatever. Budget phones for the win!
"May 3, 2017",4,Like it alot after the first few days!,"After reading a lot of good reviews all over the internet, I decided to trade in my Iphone 6 plus for this android phone. At the present time I was not interested in spending a ton of money for a new unit. The first time I picked the unit up I was really impressed, it seemed very solid for an inexpensive phone. So far good battery life, decent enough camera and display for a phone in this price range and great specs to boot(got the 4GB/64GB).

On the negative side the speaker/mic is just Ok, and it is a little slick to hold. I'm hoping my case arrives before I break it...:)"
"April 28, 2017",5,Bravo Lenovorola,"This is the best budget phone you can buy, full stop. Battery is fantastic, it's really optimized and is nearly stock Android. Wifi calling and VoLTE on T-Mobile works out of the box. I can't really see why anyone would drop $900 on a phone these days aside from the ooh-ahh factor. The G5+ is extremely capable for 99% of people. Camera sensor is the same Sony that's in the S7 but the Moto software is at fault for below average images."
"April 20, 2017",5,One word - UNLOCKED!,"I was tired of my cell phone plan, but it seemed as though all of the decent phones came with a plan and if not - it was going to cost an arm and a leg, but Motorola has done it right! I got the 64Gb with 4Gb of ROM. So much room and for the price of 299$ it was worth it! I put a 64Gb SD card for excess storage, but I have not even touched it yet. There is so much room and it is fast. Even came with Android 7!"
"April 8, 2017",5,It's a buy!,"Great phone. Nice screen. 4GB RAM handling mulitasking with music stream and browsiing. Smooth transition to this unlocked G5 Plus from my previous 3 year old unlocked G 1st generation. Gets 2 day battery life on a full charge for 2 hours music stream and 2-3 hours browse per day. Turbocharger included: 15-30 minutes would get you through the day, but figure on 75-90 minutes to charge battery from dead to full. 

If you can live without NFC, this is the unlocked phone to buy."
"November 17, 2017",5,"Super fast phone, great connectivity","I went from an iPhone 6 to this. I had thought about migrating to an 8 but the price was absurd. I decided to try this out and couldn't be happier. Originally the apps were keeping me bound to the IOS ecosystem; however, not I see that nearly every app I use is also available on Android so I can port everything over. Faster phone, costs less to purchase with cheap accessories. Great combo!"
"November 9, 2017",5,Amazing value for the money,"as of 11/9/17 the p[hone is all the way down to $225 which is a steal. A 64gig (4gig of ram) smart phone with a premium feel is a steal. There is a newer ""S"" model of this phone but if you are going to get a 64gig g5 Plus stick with this one as it is cheaper and the new camera is not a big improvement (and that is the main change other than slightly bigger screen and a slight design change)."
"October 18, 2017",1,Started off great....,"I liked the phone from the start ""BUT"" after a month my apps started crashing and not opening. Did a full reset, put a few apps back on the phone and have to power cycle to get them to work. Will not play music from my sd Card. If not for this I would have given it a 5 and rated it better than my Galaxy S5."
"June 30, 2017",4,Excellent cell phone for the price,"No NFC or USB-C are the only things keeping this phone from a 5-star rating. Excellent battery life, never heats up, quick and tons of memory. Love the camera and the Moto gestures."
"June 4, 2017",5,Great affordable phone,This is one of the best phones out there right now. The specs are better than most premium and flagship phones. Camera is very good and it feels like a thousand dollar phone. It doesn't have any bloatware and I can even use it with my Project Fi sim card. I don't write reviews but this phone truly impressed me.
"May 6, 2017",5,exceeds all my expectations,"Have used Moto X and most recently LG G4 and was considering upgrading to either a LG G6 or Samsung S8 but i wanted to buy an unlocked phone that works with any carrier. The price and features of this phone won me over. After using it for a month, I can say It is wonderful in every aspect. Calls are great. Speakerphone is better than my G4. Love the front firing speaker! It is snappy and faster than my old G4. Camera is excellent. Battery may not be on par with the Moto Z Play (nothing else is) but it greatly outlasts my old G4 and is even better than my brother's S8. I use it heavily, with hours of phone calls, hundreds of texts, several videos, lots of web searches, GPS apps, and I almost never go to bed with less than 50% battery left! Screen is bright. I thought i would miss a bigger screen but I do not. It is just the right size. I hate gray but i love the look of this phone. People say the chrome beveled edges look cheap but i disagree. It is wonderful to hold. Some say it is slick (and it is) but I have gotten used to it and now feel very secure - never drop it. Love the dark glass look of the menus. LOVE THE ONE BUTTON NAV. Reminds me of how i used my old Palm Pre. Best phone experience since my Palm Pre 3! Again, exceeds my expectations."
"May 5, 2017",5,Hello Moto,"I needed a good phone, unlocked, CMDA 4g compatible, with low bloatware, low cost, hot spot ready. To my pleasant surprise this fill the bill. Dropped my sim into the phone and it was up and running on Verizon network. After connecting, I was very happy Verizon did not force any apps onto the phone. Its heavily loaded Google apps with a few Moto apps. Beyond that it is clean. Google does force auto updates for their apps only on you. No way I've found to turn this off. Takes great pictures, phone quality very clear. It is difficult to read in bright sunlight. My typical day is 4-6 hours of music streaming, 2-3 hours of hot spotting, lots of surfing, numerous texts, reading news, etc. To my surprise the battery still has averaged 51% battery power left after 17 hours of use, so it will go at least 24 - 30 hours without charging. All this without having to turn on its battery management feature. There was a wall charger, sim card remover, short USB cable for use with the charger, and one quick user guide in the box. If your looking for the same thing I was, this is an excellent choice."
"April 19, 2017",5,This phone is amazing!!!,"For a cheap budget phone, I have to say that the Motorola G5 Plus is, by far, the best choice for somebody wanting a GOOD phone for a fraction of the cost. I am a Cricket Wireless customer and I took the SIM card out of my old phone I was using on Cricket and placed it into my Moto after starting it up. My service transferred automatically with no problems. I was getting LTE speeds, the reception was exactly somewhat better in certain areas than on my old phone, and the Android 7.0 operating system is lightning fast. The 4gb of RAM definitely help that speed along, as well. I have so much fun with this phone. I totally missed having an android, as my old phone was a Windows phone. There are a lot of little bells and whistles with this phone as well. If you are considering this phone, and you are not sure yet, take the plunge like I did and just buy it. You will NOT be disappointed."
"April 8, 2017",5,Excellent,Purchased the 64GB model on launch day to replace a Moto X Pure Edition. Besides lacking NFC the G5 Plus is an excellent value for the money. Battery life is great lasting an entire day with heavy use. The 4GB RAM coupled with the Snapdragon 625 is quick and I haven't had a single issue with force closes or slow downs. My only complaint centers around camera quality under low light.
"November 28, 2017",5,Great phone for $$,"Battery life is excellent, lasting 2 days with moderate use. Screen is bright and readable in sunlight. 64g storage leaves plenty of room for apps. Processor speed is fast. Phone was easy to setup and was ready to go in a few minutes."
"November 27, 2017",5,Great android phone,This is a great phone for the price. I opted for the 64 GB of storage and 4 gigs of RAM. It is fast and has great battery life. The camera is good but not great. I was surfing the internet and watched 2 netflix show and still had 50% battery life at the end of the day. that is impressive. I highly recommend this phone if you are looking for a great budget phone.
"November 21, 2017",5,Few days in I love it.,"I've only had the phone two days but I'm loving it. It's fast and responsive. Being a former Galaxy S6 user, the Moto G5+ works pretty much the same way so no big learning curve. It's also the first time I've bought an unlocked phone. I like that it comes with the FM radio chip and hotspot app, two things that weren't allowed on my Verizon phone. I've read unlocked phones don't contain the bloatware that phone companies load on. I've also read Moto phones use a stripped down version of Android that is leaner and meaner. All I can say is I can see the speed at which this phone does tasks, so much faster. I have the 64GB/4GB RAM model."
"November 20, 2017",5,Perfect,Nice phone//////////////////////////////////////////
"November 20, 2017",5,Great phone at a great price,We have had our phones for two weeks now. Very satisfied. They perform as we expected as well as the size is great. So glad we got the 64GB with 4GB ram. Speed is awesome!
"November 19, 2017",5,Great phone for cheap,This phone is really good. It has a really nice camera and with the memory I can store so much in it. Its not slow at all and at a great price.
"November 19, 2017",5,Stellar Device,"Motorola does it again!

This is a fantastic device, and a big step up from the Moto G4 plus. I have used this phone with AT&T;, verizon, and T-Mobile and this device works well on all 3 carriers. Unfortunately Verizon and AT&T; block this phone from utilizing both wifi calling and VoLTE. T-Mobile does not, both of those features work great on T-Mobile.

Pros:
- Inexpensive
- Reliable
- Quick
- Carrier agnostic
- Qualcomm quick charger included.

Cons:
- The single front facing speaker isn't great and is on the quiet side.
- poor low light camera performance.

Final Thoughts:
This phone is truly the budget king. If you are looking to spend $300 on a phone, that you can use on any Carrier you want. This is the phone to get.

The only thing customers that should be hesitant are those that play very graphically intensive games, and someone who is looking for a stellar camera."
"November 18, 2017",4,Great phone with great features and easy to use,I had another MOTOROLA phone that needed more memory. & this was priced good & easy to use.
"November 18, 2017",4,Best phone under $300,Nice phone. Works as advertised. Like it better than my Samsung S3
"November 18, 2017",5,Awesome phone for a small price tag,This Moto G5Plus is one of the best phones I have ever had. I love the Octa-core processor and 4 gigs of ram. It hooked up to Boost Mobile just fine. The TurboPower charger is awesome! it will charge the phone to 100% in under an hour in most cases. I would buy this phone again in a heartbeat. Camera is crystal clear. I have no issues or negative things to say about it.
"November 18, 2017",5,Great backup to my iPhone,Great fast phone and great Black Friday pricing from Best Buy. I like this much better than the other more clogged with extensions Android I bought (Alcatel) last year.
"November 18, 2017",5,"Fast, right size, right price","About four weeks ago, after researching budget phones, I bought the MOTO G5 plus 5th generation with 64 GB for my wife and, based on her experience, one for me a few days ago. The G5 feels solid, is fast, and does not have bloatware. The camera is very good and the battery charges quickly. Does everything a much higher price phone does and it does it well."
"November 18, 2017",5,nice phone,Nice phone with great features. The screen is large. Love it.
"November 17, 2017",4,Great phone for the Price,"This is 64 GB / 4 GB RAM phone. For the price this is a great phone.
Pluses:
Expandable storage
Good camera/Video
Negative:
Need cover as phone looks very fragile"
"November 17, 2017",5,Great phone for daily use,I heard it did not come loaded with extra apps that you never use. Not complicated to learn to use. Good battery life so far.
"November 17, 2017",4,Great camera,I love this phone. Takes great pictures which is a plus because of my kids.
"November 17, 2017",5,Best phone I have purchased,"This phone is truly amazing, very fast and I'm so glad I caught it on a black Friday sale. The screen resolution is very sharp, high quality. I also appreciate the memory capacity. I highly recommend this phone."
"November 17, 2017",5,"Good bye Samsung, hello Moto",I used Samsung before and switched to moto because the price is better with the features. This was a great change and liking the moto design/experience.
"November 6, 2017",5,Great Mid Range Phone...No regrets.,"I like this phone. Replaced a 23 month old (pure) android device that died with boot loop issue. 
Battery life is 3X better - usually reports 2 days remaining. 
Usually can't tell the difference on speed.
Build quality and feel is on par with more expensive device.

The only negative is it lacks NFC and does not use usb 'C' cable."
"November 1, 2017",5,"Great phone, reasonable price.","Prices of smart phones have gotten out of hand.All providers are trying to rope you into more monthly payments. This was my first unlocked phone, I'll never go back. The G5 Plus 64 GB has the latest in capabilities at more reasonable price. I can't see what more you would need to do at 3 - 4 time the cost."
"October 30, 2017",4,"Great for the price, very good overall.","I am a bit torn as to if I should rate this phone based as a budget smartphone or a smartphone overall. I decided to do a bit of a mix, hence the 4 star review. 

I'll cut to the chase: This phone is outstanding for the price. I purchased the 64 GB / 4 GB RAM version, and it was well worth the price of admission. I came from the Galaxy S6 active on at&t;, and love how speedy this phone is compared to the 2 year-old flagship. Expandable storage is another huge plus -- added a 64 microSD card and have plenty of room for my entire music collection. Phone is speedy and stock Android is (mostly) preferable to any skinned version of Android on an LG or Samsung. 

Battery life is good. My needs aren't your needs, but I've yet to not make it through a full day of moderate-to-heavy use.

What are the compromises? I won't go into the build -- metal back but sides are plastic -- because I recommend getting a case for the phone anyway, considering how the camera module sticks out, and a good TPU case makes it flush with the rest of the body. Even NFC, which I thought I'd hate not having isn't a huge deal. I had Apple Pay on an iPhone SE for a month or so and the speed of the transactions was not any faster, that I could tell, than using a credit card with a chip.

No, the only major compromise is the camera. It is basically on par with the old Galaxy S4 camera, though the S4 has a slightly faster shutter speed, which makes capturing low-light shots a bit easier. But the images are less grainy on the g5 plus compared to the dinosaur S4.

Performance is really solid on t his phone. App crashes are minimal, and everything just works. I find the 5.2 inch screen to be a good size; 5.5 would be too large for me to use on a daily basis. The primary competitor of this phone is probably the moto g5s plus, around $50 more. Is it worth the upgrade to the Special Edition? I don't think so. First of all, larger screen + same battery size = decrease in battery life. Secondly, all of the camera comparison tests I've seen between the two phones indicate that the more expensive phone is actually worse in low-light performance. The cheaper moto g5 plus captures faster too, which is great for me as I have 2 young children who like to move fast. 

Being unlocked is a big plus, too. We've been on AT&T; for years, but if our budget changes, it is nice to know I can take the phone over to T-Mobile or metro pcs with no fuss or muss. 

Temper your expectations. When you purchase the moto g5 plus, you aren't getting a Galaxy S8. or the S7. or the iPhone 8. What you are getting is a phone that blaze through most tasks, without being tied down to ANY single carrier, at a very affordable price. 

For a more in-depth review, please watch the review from Mr.Mobile on YouTube. Michael knows what he's talking about. Good stuff."
"October 27, 2017",3,one problem sound jack,had problem with sound jack nor working right.. at first it worked and in two days didn't. RRU
"October 22, 2017",5,Moto G Plus (5th Gen) 4G LTE with 64GB Memory,"Bought this to replace Samsung Galaxy S5 with 16GB memory. Needed to upgrade because S5 kept running out of internal memory & I kept having to delete apps. I usually buy a new, but not current model phone on eBay, but looked around first. I am very happy with my Moto purchase. It is as close to stock Android as you can get without buying a Google phone; it runs Android 7 (Nougat) with a promise that it will be updated to Oreo; it has a fingerprint sensor that actually works, and it has excellent wifi and is fast. The only thing it doesn't have is NFC, which was not a big deal for me. It has an excellent screen, but not the super resolution of the $700 phones. It is 1920x1080, which is fine. It also has 4GB RAM. I thought I would miss my Samsung, but I don't. The Moto is an excellent phone and an amzing buy for under $300. I bought from Best Buy rather than Amazon in case Amazon preloads its own apps. I haven't shot any video yet, but still photos are okay for what they are - smart phone photos that you can capture because you always have your phone with you. I have only had the phone for 2 weeks, so I cannot comment on reliability. So far, I am very happy with my purchase."
"October 16, 2017",4,Nice phone with some quirks,"So far a decent phone that doesn't have all of the bloatware that most phones have from the factory. No Uber,yp or other things that you have to remove or uninstall/disable to free up space. Phone operates flawless on most apps. I do notice on some apps I have to restart phone to totally close app(might be app alone). 
This has plenty of ram(4gb) which is why I chose it so your not always suffering from a very slow phone. 
The 5.2"" screen is big enough to see what you need. Although the 5gs has a 5.5"" screen. This phone is water resistant & has more ram. I do wish it had ""NFC"" but not on the US model. 
I have checked on Moto's site about the 8.0 Oreo upgrade & says must wait for the carrier to send out. Well this is an unlocked phone & with that you can go to any carrier you want. But with the prepaid carrier you may never get the newest""OS"". Moto should have it available for you on their website.
But you do have 7.0 or more to start with. That's better than the big 3 from the start! Most of their non flagship phones are still running 4.4,5.1, or 6.0 os."
"October 14, 2017",5,Good phone,This is a good phone for the price. Would recommend.
"October 14, 2017",5,Great Phone,Works great have had no problems at all. Would buy again !!
"October 13, 2017",5,Great battery great storage and ram. Great price.,Great battery. Great storage at 64 gigabites. Great ram. Great service and price at Bestbuy. First time buying an unlocked phone. Love it.
"September 25, 2017",5,Good phone.,Really good phone with what a person needs and not the high end in price.
"September 22, 2017",1,Multiple Serious Problems.,"I was looking forward to using this phone- having 64 internal gigs of memory at such a low price is a nice bonus. However, the phone had multiple serious issues that forced me to have to return it. 
I could never get it to Connect to the Bluetooth in my 2008 Jeep's stock head unit (UConnect). I have used about a dozen different phones with the unit since owning the vehicle, yet this one just refused to work with it. It would always pair, but never connect.
The worst problem was the constant crashing. It felt like every time I turned around to try to do something with the phone, it was recovering from a crash, and re-initiating. I couldn't believe how frequently this thing had to re-boot. It was truly shell-shocked. 
Thanks to Best Buy's stellar customer support, I was able to return the product, and choose another device without all of these issues. Thank you Best Buy!!"
"September 17, 2017",1,1/2 star would best describe phone,Slow phone. Bluetooth always disconnecting. Some issues with Wi-Fi. Frustrating and returned. Wouldn't recommend.
"September 15, 2017",5,Good phone,"Without experience regarding newer phones I can only compare it to my old iPhone 4S. I like the large, crisp display, the quick and precise fingerprint reader, long battery life and its ease of use."
"September 15, 2017",5,Excellent mid-range phone,"I upgraded to this from a Galaxy S5. This phone blows that one out of the water in most ways (granted it is three years newer). It does have a lower megapixel count for the back facing camera and is only microUSB 2.0, but otherwise it was an incredible upgrade. Nice and light and not too big."
"September 15, 2017",5,Great phone!,I love Motorola phones! Lots of bells and whistles and looks good too. Very fast. Love the fingerprint unlock.
"September 15, 2017",4,Great upgrade from moto x,Rated 4 stars mostly bc don't like ringers. Love the circle that shows battery level and the new fingerprint button.
"September 15, 2017",5,Best smartphone now for the money,"I have had this phone for several weeks, and I think it is excellent. Similar specs to the Galaxy S8 for less than half the price. With iPhones starting at $1k now, you'd be a fool to purchase the flagship phones when one like this one goes for < $300."
